date,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2020-10-08,45167.0,106805.0,170854.0,0.0,0.0,883.0,58807.0,0.0
2020-10-09,44881.0,100103.0,170525.0,0.0,0.0,242.0,63502.0,0.0
2020-10-10,41623.0,91514.0,170757.0,0.0,0.0,225.0,51416.0,0.0
2020-10-11,38619.0,90677.0,170671.0,0.0,0.0,514.0,50864.0,0.0
2020-10-12,42968.0,104893.0,170471.0,0.0,0.0,915.0,63129.0,0.0
2020-10-13,46507.0,98623.0,171056.0,0.0,0.0,1845.0,58156.0,0.0
2020-10-14,42049.0,86809.0,171513.0,0.0,0.0,1816.0,61700.0,0.0
2020-10-15,44380.0,89885.0,170963.0,0.0,0.0,954.0,62044.0,0.0
2020-10-16,41721.0,92407.0,171623.0,0.0,115.0,1809.0,56020.0,0.0
2020-10-17,32426.0,91306.0,172466.0,0.0,686.0,1802.0,56548.0,0.0
2020-10-18,29730.0,82834.0,172222.0,0.0,820.0,1272.0,53418.0,0.0
2020-10-19,41146.0,90816.0,171502.0,0.0,636.0,986.0,62355.0,0.0
2020-10-20,48264.0,109132.0,171109.0,0.0,319.0,1284.0,57585.0,0.0
2020-10-21,48445.0,112948.0,170906.0,0.0,241.0,1395.0,60011.0,0.0
2020-10-22,48819.0,107627.0,170330.0,0.0,224.0,1403.0,59962.0,0.0
2020-10-23,48198.0,111807.0,167337.0,0.0,218.0,890.0,58969.0,0.0
2020-10-24,48414.0,107456.0,143154.0,0.0,112.0,202.0,54626.0,0.0
2020-10-25,42960.0,98298.0,143024.0,0.0,451.0,373.0,47063.0,0.0
2020-10-26,39898.0,114351.0,143018.0,0.0,549.0,384.0,58843.0,0.0
2020-10-27,46590.0,125532.0,129874.0,0.0,308.0,333.0,64290.0,0.0
2020-10-28,42794.0,145409.0,115026.0,0.0,8.0,93.0,59577.0,0.0
2020-10-29,42103.0,145565.0,114883.0,0.0,118.0,466.0,52452.0,0.0
2020-10-30,46264.0,128529.0,132249.0,0.0,490.0,1386.0,58248.0,0.0
2020-10-31,42794.0,113730.0,143497.0,0.0,423.0,0.0,59197.0,0.0
2020-11-01,30517.0,97918.0,143547.0,0.0,590.0,1602.0,53153.0,0.0
2020-11-02,42951.0,126246.0,138817.0,0.0,590.0,1591.0,71351.0,0.0
2020-11-03,46136.0,145583.0,144304.0,0.0,632.0,1514.0,75407.0,0.0
2020-11-04,44524.0,127170.0,144087.0,0.0,580.0,1439.0,70816.0,0.0
2020-11-05,39549.0,129451.0,143940.0,0.0,495.0,964.0,63158.0,0.0
2020-11-06,35174.0,123393.0,143535.0,0.0,292.0,1413.0,65942.0,0.0
2020-11-07,32648.0,104184.0,143795.0,0.0,428.0,1144.0,66019.0,0.0
2020-11-08,28083.0,86159.0,156139.0,0.0,457.0,1149.0,61691.0,0.0
2020-11-09,28888.0,98628.0,166442.0,0.0,565.0,662.0,68424.0,0.0
2020-11-10,21985.0,115785.0,168639.0,0.0,602.0,302.0,64415.0,0.0
2020-11-11,9129.0,131536.0,168674.0,0.0,717.0,634.0,62240.0,0.0
2020-11-12,6600.0,126426.0,169164.0,0.0,580.0,1411.0,65397.0,0.0
2020-11-13,3433.0,130054.0,169455.0,0.0,607.0,1403.0,66682.0,0.0
2020-11-14,9218.0,104461.0,164203.0,0.0,364.0,901.0,79268.0,0.0
2020-11-15,10725.0,83183.0,169134.0,0.0,552.0,1384.0,55217.0,0.0
2020-11-16,16010.0,114462.0,169567.0,0.0,465.0,1367.0,80578.0,0.0
2020-11-17,20288.0,130570.0,169392.0,0.0,515.0,1422.0,71898.0,0.0
2020-11-18,20789.0,146033.0,169727.0,0.0,591.0,1398.0,70473.0,0.0
2020-11-19,18797.0,138094.0,169639.0,0.0,587.0,1388.0,79713.0,0.0
2020-11-20,20358.0,124725.0,174748.0,0.0,538.0,941.0,70784.0,0.0
2020-11-21,12063.0,99396.0,181951.0,0.0,378.0,845.0,71797.0,0.0
2020-11-22,10994.0,83712.0,189669.0,0.0,443.0,181.0,63810.0,0.0
2020-11-23,16091.0,107306.0,195705.0,0.0,470.0,1351.0,70627.0,0.0
2020-11-24,18458.0,126571.0,196665.0,0.0,521.0,1164.0,73908.0,0.0
2020-11-25,12921.0,97325.0,196480.0,0.0,467.0,503.0,80296.0,0.0
2020-11-26,12752.0,70764.0,195881.0,0.0,373.0,1165.0,73045.0,0.0
2020-11-27,11254.0,74455.0,196415.0,0.0,495.0,539.0,68213.0,0.0
2020-11-28,8850.0,83400.0,196344.0,0.0,502.0,1039.0,58177.0,0.0
2020-11-29,11130.0,104809.0,196708.0,0.0,596.0,153.0,71940.0,0.0
2020-11-30,18367.0,147928.0,196940.0,0.0,526.0,311.0,64868.0,0.0
2020-12-01,44593.0,199489.0,197616.0,0.0,163.0,1269.0,65591.0,0.0
2020-12-02,58481.0,195122.0,197678.0,0.0,462.0,1109.0,67097.0,0.0
2020-12-03,64945.0,150917.0,197401.0,0.0,333.0,213.0,76605.0,0.0
2020-12-04,56931.0,120854.0,197056.0,0.0,490.0,267.0,64729.0,0.0
2020-12-05,56991.0,126663.0,197137.0,0.0,507.0,1111.0,64718.0,0.0
2020-12-06,49098.0,129793.0,195812.0,0.0,467.0,914.0,63255.0,0.0
2020-12-07,42238.0,160051.0,188832.0,0.0,457.0,712.0,68197.0,0.0
2020-12-08,37063.0,196350.0,189361.0,0.0,422.0,1073.0,68790.0,0.0
2020-12-09,56206.0,171404.0,189066.0,0.0,84.0,1179.0,64853.0,0.0
2020-12-10,60373.0,132914.0,185467.0,0.0,359.0,1186.0,59615.0,0.0
2020-12-11,53333.0,117040.0,185517.0,0.0,537.0,571.0,61523.0,0.0
2020-12-12,46784.0,68905.0,199044.0,0.0,566.0,872.0,54171.0,0.0
2020-12-13,43692.0,79040.0,200033.0,0.0,585.0,635.0,60443.0,0.0
2020-12-14,50250.0,122641.0,201862.0,0.0,291.0,233.0,73941.0,0.0
2020-12-15,58372.0,162332.0,201197.0,0.0,93.0,338.0,86532.0,0.0
2020-12-16,50574.0,157055.0,202078.0,0.0,291.0,154.0,75736.0,0.0
2020-12-17,66144.0,180805.0,202355.0,0.0,339.0,1184.0,78792.0,0.0
2020-12-18,66713.0,184639.0,202531.0,0.0,596.0,1075.0,89586.0,0.0
2020-12-19,66752.0,158417.0,202450.0,0.0,364.0,212.0,76725.0,0.0
2020-12-20,46914.0,121059.0,202142.0,0.0,361.0,221.0,62412.0,0.0
2020-12-21,42998.0,116967.0,202054.0,0.0,558.0,1059.0,78546.0,0.0
2020-12-22,48724.0,117560.0,201883.0,0.0,616.0,1248.0,76124.0,0.0
2020-12-23,46155.0,110667.0,202043.0,0.0,554.0,312.0,87990.0,0.0
2020-12-24,48949.0,92427.0,201808.0,0.0,384.0,920.0,70907.0,0.0
2020-12-25,59838.0,166650.0,202722.0,0.0,439.0,1329.0,86755.0,0.0
2020-12-26,65599.0,181697.0,202623.0,0.0,457.0,1228.0,81442.0,0.0
2020-12-27,51899.0,139803.0,202299.0,0.0,490.0,1183.0,68154.0,0.0
2020-12-28,38605.0,98703.0,200792.0,0.0,554.0,782.0,83286.0,0.0
2020-12-29,50562.0,126258.0,202053.0,0.0,627.0,664.0,90998.0,0.0
2020-12-30,35243.0,99362.0,201812.0,0.0,627.0,520.0,80346.0,0.0
2020-12-31,36125.0,85079.0,201402.0,0.0,639.0,130.0,86000.0,0.0
2021-01-01,34003.0,73496.0,201210.0,0.0,445.0,697.0,67951.0,0.0
2021-01-02,39162.0,69008.0,201084.0,0.0,356.0,300.0,68103.0,0.0
2021-01-03,42007.0,97351.0,201712.0,0.0,431.0,1256.0,69765.0,0.0
2021-01-04,40970.0,151074.0,202067.0,0.0,400.0,842.0,75742.0,0.0
2021-01-05,35959.0,152806.0,201791.0,0.0,527.0,1179.0,57336.0,0.0
2021-01-06,37975.0,177670.0,202157.0,0.0,571.0,882.0,79232.0,0.0
2021-01-07,41127.0,178931.0,202192.0,0.0,529.0,123.0,77826.0,0.0
2021-01-08,53104.0,190556.0,202208.0,0.0,563.0,225.0,61990.0,0.0
2021-01-09,60120.0,195759.0,202410.0,0.0,574.0,137.0,62171.0,0.0
2021-01-10,57944.0,190914.0,202334.0,0.0,571.0,393.0,55114.0,0.0
2021-01-11,60452.0,193836.0,202010.0,0.0,540.0,157.0,75236.0,0.0
2021-01-12,60203.0,198966.0,201812.0,0.0,524.0,1059.0,57121.0,0.0
2021-01-13,60985.0,208539.0,187274.0,0.0,537.0,1335.0,68025.0,0.0
2021-01-14,58590.0,178315.0,182008.0,0.0,457.0,1204.0,58487.0,0.0
2021-01-15,63134.0,146503.0,188878.0,0.0,585.0,923.0,59545.0,0.0
2021-01-16,73351.0,158650.0,200189.0,0.0,585.0,478.0,56637.0,0.0
2021-01-17,71982.0,136897.0,201263.0,0.0,599.0,1241.0,46923.0,0.0
2021-01-18,74647.0,140141.0,202165.0,0.0,474.0,1247.0,56921.0,0.0
2021-01-19,78214.0,140398.0,201996.0,0.0,607.0,606.0,58658.0,0.0
2021-01-20,73915.0,139601.0,201729.0,0.0,496.0,661.0,44644.0,0.0
2021-01-21,72544.0,134938.0,201484.0,0.0,571.0,320.0,50595.0,0.0
2021-01-22,75284.0,135765.0,201406.0,0.0,512.0,1105.0,44916.0,0.0
2021-01-23,77971.0,144659.0,201432.0,0.0,490.0,1259.0,45695.0,0.0
2021-01-24,61161.0,134952.0,201202.0,0.0,476.0,193.0,43430.0,0.0
2021-01-25,62280.0,110052.0,200635.0,0.0,381.0,290.0,42563.0,0.0
2021-01-26,50432.0,92773.0,199406.0,0.0,319.0,1245.0,43100.0,0.0
2021-01-27,54386.0,109243.0,199881.0,0.0,14.0,504.0,63069.0,0.0
2021-01-28,65112.0,167463.0,200409.0,0.0,3.0,1301.0,71115.0,0.0
2021-01-29,66205.0,180892.0,200529.0,0.0,76.0,1397.0,79325.0,0.0
2021-01-30,62730.0,147038.0,200587.0,0.0,25.0,294.0,70728.0,0.0
2021-01-31,50147.0,101286.0,200835.0,0.0,8.0,288.0,63638.0,0.0
2021-02-01,60330.0,158952.0,200897.0,0.0,0.0,208.0,75415.0,0.0
2021-02-02,63772.0,209448.0,201135.0,0.0,3.0,1499.0,58596.0,0.0
2021-02-03,61361.0,194561.0,200984.0,0.0,48.0,1604.0,60192.0,0.0
2021-02-04,81681.0,166596.0,200715.0,0.0,22.0,219.0,78537.0,0.0
2021-02-05,79496.0,131895.0,200234.0,0.0,3.0,1555.0,55221.0,0.0
2021-02-06,88558.0,140038.0,200400.0,0.0,76.0,690.0,60635.0,0.0
2021-02-07,88651.0,140449.0,200320.0,0.0,33.0,327.0,52655.0,0.0
2021-02-08,99503.0,151027.0,200260.0,0.0,104.0,1050.0,73457.0,0.0
2021-02-09,93690.0,121009.0,199541.0,0.0,495.0,670.0,55154.0,0.0
2021-02-10,98598.0,89586.0,199036.0,0.0,84.0,841.0,65043.0,0.0
2021-02-11,110108.0,90373.0,198273.0,0.0,160.0,127.0,67877.0,0.0
2021-02-12,123968.0,129944.0,199054.0,0.0,244.0,213.0,79311.0,0.0
2021-02-13,131242.0,153820.0,192154.0,0.0,453.0,240.0,66890.0,0.0
2021-02-14,142899.0,154973.0,197534.0,0.0,499.0,219.0,61708.0,0.0
2021-02-15,144638.0,177891.0,199405.0,0.0,198.0,120.0,60513.0,0.0
2021-02-16,139024.0,183119.0,199482.0,0.0,87.0,808.0,81795.0,0.0
2021-02-17,137898.0,179706.0,199603.0,0.0,331.0,273.0,64839.0,0.0
2021-02-18,125721.0,138025.0,199098.0,0.0,341.0,105.0,63003.0,0.0
2021-02-19,131844.0,145057.0,199052.0,0.0,605.0,1108.0,79881.0,0.0
2021-02-20,121119.0,143642.0,198885.0,0.0,510.0,1821.0,90846.0,0.0
2021-02-21,109617.0,95342.0,198357.0,0.0,428.0,1815.0,83735.0,0.0
2021-02-22,77676.0,68323.0,197503.0,0.0,482.0,1942.0,78453.0,0.0
2021-02-23,96555.0,67016.0,197388.0,0.0,518.0,1969.0,86537.0,0.0
2021-02-24,69201.0,58112.0,196839.0,0.0,627.0,1594.0,80553.0,0.0
2021-02-25,60764.0,50019.0,196531.0,0.0,593.0,1297.0,88041.0,0.0
2021-02-26,77037.0,63910.0,193656.0,0.0,384.0,327.0,83368.0,0.0
2021-02-27,61970.0,74027.0,171634.0,0.0,294.0,395.0,67911.0,0.0
2021-02-28,57888.0,59041.0,169612.0,0.0,358.0,422.0,48633.0,0.0
2021-03-01,59598.0,83087.0,169901.0,0.0,577.0,225.0,63992.0,0.0
2021-03-02,65062.0,140745.0,171185.0,0.0,420.0,749.0,84610.0,0.0
2021-03-03,58365.0,131681.0,171088.0,0.0,0.0,2120.0,80121.0,0.0
2021-03-04,53492.0,120727.0,170904.0,0.0,3.0,2105.0,74212.0,0.0
2021-03-05,54097.0,107142.0,170926.0,0.0,328.0,900.0,85772.0,0.0
2021-03-06,62377.0,106178.0,171236.0,0.0,459.0,2234.0,79978.0,0.0
2021-03-07,65260.0,91207.0,171325.0,0.0,473.0,2146.0,81945.0,0.0
2021-03-08,63842.0,95440.0,171139.0,0.0,470.0,2218.0,83893.0,0.0
2021-03-09,66477.0,80511.0,170868.0,0.0,454.0,1714.0,80680.0,0.0
2021-03-10,71854.0,60637.0,170594.0,0.0,568.0,1173.0,71561.0,0.0
2021-03-11,68299.0,54387.0,170235.0,0.0,493.0,789.0,69957.0,0.0
2021-03-12,67541.0,58576.0,170006.0,0.0,485.0,949.0,69026.0,0.0
2021-03-13,65144.0,47744.0,170084.0,0.0,512.0,768.0,64679.0,0.0
2021-03-14,58409.0,45006.0,170334.0,0.0,526.0,1266.0,63687.0,0.0
2021-03-15,70826.0,55035.0,170220.0,0.0,529.0,1437.0,65671.0,0.0
2021-03-16,72198.0,67665.0,170195.0,0.0,499.0,1463.0,68237.0,0.0
2021-03-17,71129.0,71357.0,160200.0,0.0,341.0,305.0,66749.0,0.0
2021-03-18,71134.0,86522.0,144120.0,0.0,429.0,454.0,55460.0,0.0
2021-03-19,77865.0,101721.0,154018.0,0.0,504.0,529.0,68611.0,0.0
2021-03-20,79552.0,87024.0,165158.0,0.0,490.0,2382.0,50274.0,0.0
2021-03-21,60340.0,56275.0,170608.0,0.0,526.0,2486.0,65662.0,0.0
2021-03-22,61488.0,60588.0,170175.0,0.0,532.0,1553.0,66009.0,0.0
2021-03-23,62566.0,63039.0,169899.0,0.0,504.0,493.0,66478.0,0.0
2021-03-24,63449.0,63743.0,169585.0,0.0,420.0,1966.0,65645.0,0.0
2021-03-25,70359.0,70479.0,169495.0,0.0,140.0,587.0,66590.0,0.0
2021-03-26,68005.0,71774.0,167795.0,0.0,420.0,2343.0,60898.0,0.0
2021-03-27,63861.0,64830.0,167428.0,0.0,487.0,673.0,56210.0,0.0
2021-03-28,68039.0,51521.0,168839.0,0.0,202.0,1780.0,43401.0,0.0
2021-03-29,72996.0,75450.0,170101.0,0.0,277.0,2468.0,55711.0,0.0
2021-03-30,69717.0,63618.0,169911.0,0.0,319.0,1578.0,65466.0,0.0
2021-03-31,62949.0,65299.0,169240.0,0.0,266.0,833.0,68995.0,0.0
2021-04-01,77190.0,94407.0,170766.0,0.0,339.0,2692.0,74771.0,0.0
2021-04-02,77822.0,103587.0,171021.0,0.0,322.0,2725.0,73444.0,0.0
2021-04-03,64639.0,84988.0,164492.0,0.0,344.0,2569.0,73094.0,0.0
2021-04-04,56493.0,47010.0,169955.0,0.0,342.0,2621.0,78008.0,0.0
2021-04-05,65963.0,51218.0,169398.0,0.0,316.0,2392.0,73469.0,0.0
2021-04-06,69790.0,58917.0,168644.0,0.0,373.0,2450.0,76912.0,0.0
2021-04-07,62816.0,73380.0,167914.0,0.0,406.0,1555.0,80925.0,0.0
2021-04-08,68827.0,66604.0,167361.0,0.0,341.0,2307.0,73631.0,0.0
2021-04-09,72291.0,56827.0,167089.0,0.0,376.0,2203.0,77079.0,0.0
2021-04-10,70879.0,62099.0,143664.0,0.0,207.0,1398.0,77115.0,0.0
2021-04-11,63176.0,48692.0,140742.0,0.0,339.0,2771.0,75048.0,0.0
2021-04-12,70172.0,66167.0,141087.0,0.0,417.0,2626.0,83717.0,0.0
2021-04-13,73798.0,81159.0,141061.0,0.0,543.0,1554.0,77087.0,0.0
2021-04-14,72207.0,82711.0,140647.0,0.0,459.0,1057.0,73143.0,0.0
2021-04-15,76472.0,80881.0,141296.0,0.0,392.0,2444.0,66963.0,0.0
2021-04-16,80510.0,76091.0,141726.0,0.0,440.0,1328.0,68930.0,0.0
2021-04-17,78259.0,74632.0,141620.0,0.0,509.0,1280.0,47077.0,0.0
2021-04-18,79326.0,68400.0,141710.0,0.0,482.0,1645.0,48462.0,0.0
2021-04-19,86139.0,77657.0,141572.0,0.0,510.0,2676.0,43661.0,0.0
2021-04-20,93481.0,89973.0,141345.0,0.0,557.0,2689.0,32668.0,0.0
2021-04-21,88479.0,93582.0,141675.0,0.0,557.0,2410.0,40492.0,0.0
2021-04-22,86120.0,112953.0,142043.0,0.0,501.0,2912.0,52171.0,0.0
2021-04-23,89792.0,105616.0,146798.0,0.0,513.0,1290.0,30368.0,0.0
2021-04-24,72224.0,88874.0,152969.0,0.0,498.0,1038.0,27745.0,0.0
2021-04-25,65863.0,65442.0,159149.0,0.0,462.0,2426.0,27988.0,0.0
2021-04-26,63341.0,81073.0,166906.0,0.0,420.0,2698.0,34318.0,0.0
2021-04-27,68289.0,101062.0,169126.0,0.0,325.0,2193.0,30354.0,0.0
2021-04-28,74007.0,115426.0,164043.0,0.0,504.0,1218.0,37401.0,0.0
2021-04-29,73155.0,109492.0,166385.0,0.0,509.0,704.0,40342.0,0.0
2021-04-30,70416.0,94760.0,166852.0,0.0,460.0,2478.0,37903.0,0.0
2021-05-01,66834.0,81975.0,167247.0,0.0,425.0,2877.0,21419.0,0.0
2021-05-02,61479.0,73275.0,168554.0,0.0,361.0,740.0,24731.0,0.0
2021-05-03,72972.0,96326.0,170155.0,0.0,532.0,1925.0,40875.0,0.0
2021-05-04,88794.0,103171.0,170951.0,0.0,331.0,989.0,42372.0,0.0
2021-05-05,76085.0,75495.0,171339.0,0.0,215.0,2422.0,50423.0,0.0
2021-05-06,68715.0,69133.0,159397.0,0.0,502.0,2771.0,64946.0,0.0
2021-05-07,74078.0,68272.0,161373.0,0.0,375.0,3183.0,60420.0,0.0
2021-05-08,64256.0,64359.0,171401.0,0.0,308.0,1844.0,41829.0,0.0
2021-05-09,43095.0,72446.0,171192.0,0.0,364.0,1039.0,42907.0,0.0
2021-05-10,41832.0,81100.0,171947.0,0.0,179.0,999.0,66233.0,0.0
2021-05-11,47845.0,89763.0,179184.0,0.0,367.0,1343.0,47739.0,0.0
2021-05-12,45170.0,89133.0,183424.0,0.0,373.0,2614.0,42096.0,0.0
2021-05-13,47874.0,90875.0,184809.0,0.0,370.0,3079.0,45766.0,0.0
2021-05-14,40357.0,87458.0,196964.0,0.0,333.0,3380.0,42591.0,0.0
2021-05-15,41363.0,71805.0,199841.0,0.0,504.0,3097.0,32928.0,0.0
2021-05-16,46364.0,73670.0,199318.0,0.0,409.0,2301.0,28869.0,0.0
2021-05-17,55732.0,90573.0,199054.0,0.0,507.0,1512.0,38984.0,0.0
2021-05-18,62865.0,95732.0,198809.0,0.0,473.0,775.0,33416.0,0.0
2021-05-19,74568.0,93697.0,198696.0,0.0,521.0,2106.0,35687.0,0.0
2021-05-20,80110.0,106508.0,198473.0,0.0,574.0,2956.0,38973.0,0.0
2021-05-21,86506.0,101236.0,198417.0,0.0,588.0,3035.0,39164.0,0.0
2021-05-22,95864.0,89409.0,198133.0,0.0,456.0,2376.0,32548.0,0.0
2021-05-23,105315.0,90438.0,197879.0,0.0,507.0,2862.0,26864.0,0.0
2021-05-24,112228.0,125730.0,186346.0,0.0,431.0,2448.0,30626.0,0.0
2021-05-25,122034.0,144210.0,168880.0,0.0,543.0,2785.0,38360.0,0.0
2021-05-26,124988.0,144631.0,168527.0,0.0,235.0,1483.0,32995.0,0.0
2021-05-27,117766.0,138791.0,168706.0,0.0,54.0,2408.0,35514.0,0.0
2021-05-28,115880.0,123738.0,168349.0,0.0,408.0,1634.0,37577.0,0.0
2021-05-29,92772.0,64004.0,169733.0,0.0,398.0,847.0,26437.0,0.0
2021-05-30,76254.0,52744.0,172924.0,0.0,484.0,3136.0,23522.0,0.0
2021-05-31,75158.0,52335.0,191424.0,0.0,496.0,3031.0,28698.0,0.0
2021-06-01,87755.0,75214.0,197689.0,0.0,532.0,1282.0,30193.0,0.0
2021-06-02,89229.0,87769.0,197484.0,0.0,501.0,1265.0,36399.0,0.0
2021-06-03,87510.0,95196.0,197468.0,0.0,305.0,2285.0,36852.0,0.0
2021-06-04,76570.0,99163.0,197739.0,0.0,65.0,2514.0,47409.0,0.0
2021-06-05,70630.0,122306.0,188908.0,0.0,73.0,1460.0,34785.0,0.0
2021-06-06,75151.0,114977.0,188438.0,0.0,53.0,577.0,23771.0,0.0
2021-06-07,80207.0,119627.0,196491.0,0.0,355.0,1666.0,31524.0,0.0
2021-06-08,93735.0,126113.0,196388.0,0.0,280.0,951.0,45642.0,0.0
2021-06-09,80372.0,113120.0,196593.0,0.0,261.0,1153.0,51823.0,0.0
2021-06-10,81821.0,117966.0,196659.0,0.0,201.0,1114.0,60788.0,0.0
2021-06-11,88526.0,131154.0,196666.0,0.0,345.0,1885.0,54899.0,0.0
2021-06-12,89725.0,150765.0,183474.0,0.0,311.0,2674.0,56130.0,0.0
2021-06-13,84470.0,159797.0,180403.0,0.0,392.0,2762.0,47927.0,0.0
2021-06-14,97001.0,172689.0,195468.0,0.0,529.0,3356.0,47863.0,0.0
2021-06-15,101348.0,149155.0,194585.0,0.0,498.0,3517.0,43104.0,0.0
2021-06-16,86904.0,128404.0,197167.0,0.0,412.0,3436.0,39197.0,0.0
2021-06-17,83735.0,144443.0,196941.0,0.0,459.0,2440.0,44466.0,0.0
2021-06-18,89083.0,158067.0,196332.0,0.0,384.0,2666.0,37761.0,0.0
2021-06-19,89043.0,129537.0,196087.0,0.0,408.0,1647.0,41963.0,0.0
2021-06-20,82612.0,126822.0,196329.0,0.0,518.0,2679.0,41406.0,0.0
2021-06-21,92824.0,153993.0,195642.0,0.0,404.0,1459.0,57644.0,0.0
2021-06-22,86030.0,110923.0,196507.0,0.0,336.0,3145.0,44833.0,0.0
2021-06-23,81841.0,100199.0,196757.0,0.0,512.0,3695.0,39393.0,0.0
2021-06-24,93073.0,120929.0,196222.0,0.0,554.0,2921.0,41769.0,0.0
2021-06-25,95987.0,149809.0,195840.0,0.0,532.0,1979.0,38824.0,0.0
2021-06-26,93318.0,140919.0,195978.0,0.0,488.0,3151.0,27826.0,0.0
2021-06-27,98396.0,143787.0,195757.0,0.0,526.0,3126.0,29084.0,0.0
2021-06-28,103699.0,169527.0,195499.0,0.0,529.0,2941.0,33691.0,0.0
2021-06-29,97884.0,175467.0,195224.0,0.0,434.0,1809.0,35901.0,0.0
2021-06-30,99018.0,159612.0,195273.0,0.0,479.0,2185.0,36534.0,0.0
2021-07-01,98640.0,146482.0,195100.0,0.0,557.0,1463.0,40144.0,0.0
2021-07-02,76556.0,138237.0,195183.0,0.0,347.0,2436.0,44524.0,0.0
2021-07-03,77857.0,106932.0,195493.0,0.0,513.0,3600.0,33632.0,0.0
2021-07-04,76122.0,97407.0,195285.0,0.0,462.0,3612.0,33949.0,0.0
2021-07-05,81905.0,124086.0,194466.0,0.0,552.0,3264.0,40168.0,0.0
2021-07-06,91865.0,160369.0,194305.0,0.0,562.0,2949.0,43216.0,0.0
2021-07-07,102708.0,151917.0,194298.0,0.0,518.0,1381.0,37050.0,0.0
2021-07-08,100517.0,155316.0,195032.0,0.0,588.0,2803.0,32581.0,0.0
2021-07-09,103186.0,156152.0,194479.0,0.0,590.0,1239.0,40045.0,0.0
2021-07-10,95009.0,144856.0,194534.0,0.0,518.0,2392.0,33393.0,0.0
2021-07-11,92453.0,132242.0,194436.0,0.0,535.0,1332.0,34988.0,0.0
2021-07-12,94968.0,130127.0,194784.0,0.0,543.0,1993.0,44892.0,0.0
2021-07-13,99089.0,136473.0,194874.0,0.0,513.0,2110.0,40196.0,0.0
2021-07-14,89836.0,147157.0,194692.0,0.0,537.0,3140.0,43892.0,0.0
2021-07-15,95281.0,163447.0,194288.0,0.0,496.0,3589.0,45603.0,0.0
2021-07-16,103656.0,172289.0,194035.0,0.0,448.0,3005.0,44117.0,0.0
2021-07-17,98762.0,140913.0,194041.0,0.0,378.0,2171.0,35374.0,0.0
2021-07-18,91785.0,126811.0,194154.0,0.0,602.0,1530.0,34471.0,0.0
2021-07-19,92073.0,124768.0,194493.0,0.0,507.0,1324.0,40749.0,0.0
2021-07-20,98690.0,124512.0,194747.0,0.0,610.0,2220.0,47848.0,0.0
2021-07-21,102010.0,132268.0,194798.0,0.0,513.0,2952.0,51597.0,0.0
2021-07-22,109275.0,137859.0,194369.0,0.0,431.0,2956.0,50365.0,0.0
2021-07-23,107116.0,144197.0,194426.0,0.0,482.0,2997.0,43885.0,0.0
2021-07-24,107251.0,143986.0,194362.0,0.0,428.0,3000.0,40725.0,0.0
2021-07-25,109904.0,157384.0,193997.0,0.0,574.0,3163.0,43070.0,0.0
2021-07-26,110224.0,164031.0,193761.0,0.0,549.0,2154.0,38217.0,0.0
2021-07-27,103500.0,169163.0,193304.0,0.0,389.0,3040.0,45599.0,0.0
2021-07-28,106201.0,162829.0,192858.0,0.0,552.0,3541.0,47462.0,0.0
2021-07-29,104612.0,152843.0,192779.0,0.0,616.0,3386.0,48854.0,0.0
2021-07-30,105649.0,161762.0,192265.0,0.0,565.0,2864.0,53441.0,0.0
2021-07-31,105289.0,150853.0,192417.0,0.0,597.0,3346.0,41952.0,0.0
2021-08-01,98449.0,134209.0,192685.0,0.0,504.0,2184.0,37039.0,0.0
2021-08-02,88199.0,127763.0,193410.0,0.0,22.0,1949.0,44548.0,0.0
2021-08-03,89175.0,124206.0,193661.0,0.0,322.0,3701.0,43057.0,0.0
2021-08-04,86066.0,122287.0,193667.0,0.0,288.0,3803.0,42064.0,0.0
2021-08-05,79448.0,130393.0,193782.0,0.0,367.0,3557.0,49002.0,0.0
2021-08-06,86100.0,154315.0,169593.0,0.0,532.0,1170.0,50859.0,0.0
2021-08-07,88657.0,154565.0,165668.0,0.0,526.0,2989.0,41687.0,0.0
2021-08-08,92339.0,155180.0,165623.0,0.0,516.0,3058.0,43031.0,0.0
2021-08-09,104347.0,168827.0,172925.0,0.0,498.0,3441.0,53371.0,0.0
2021-08-10,110172.0,178097.0,180253.0,0.0,577.0,3785.0,50592.0,0.0
2021-08-11,107732.0,180781.0,192477.0,0.0,456.0,4144.0,45280.0,0.0
2021-08-12,102189.0,167953.0,192738.0,0.0,446.0,3359.0,44526.0,0.0
2021-08-13,105208.0,161105.0,192520.0,0.0,520.0,2761.0,48551.0,0.0
2021-08-14,99706.0,137012.0,192472.0,0.0,622.0,3578.0,40663.0,0.0
2021-08-15,94156.0,128618.0,192887.0,0.0,493.0,2128.0,41513.0,0.0
2021-08-16,102134.0,132238.0,193106.0,0.0,476.0,2309.0,44501.0,0.0
2021-08-17,97923.0,146008.0,193281.0,0.0,476.0,3913.0,45397.0,0.0
2021-08-18,88953.0,156617.0,193556.0,0.0,557.0,2446.0,55197.0,0.0
2021-08-19,88184.0,142217.0,193819.0,0.0,412.0,2250.0,63993.0,0.0
2021-08-20,87651.0,144525.0,194075.0,0.0,512.0,1595.0,70590.0,0.0
2021-08-21,84672.0,133073.0,193995.0,0.0,428.0,2012.0,66374.0,0.0
2021-08-22,84840.0,138333.0,194170.0,0.0,465.0,3869.0,67693.0,0.0
